,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Cleaned_Review_Text,Extracted_Aspects,Aspect_Sentiment
9853,1078,32,,"I like the color and design. it looked super cute when i tried it on, but when i brought it home, i washed it in the washing mashine and hung it to dry and it shrank before i even got to wear it. be careful with washing it!",4,1,0,General Petite,Dresses,Dresses,like color design looked super cute tried brought home washed washing mashine hung dry shrank even got wear careful washing,['color'],{'color': 1.0}
9859,1078,57,Runs big,"I love rompers and this one is really cute. i usually wear size 12 but should have got a 10, it runs big. it seems too long, and i'm 5'9"". the prints cute but a little blah. i paid $158 which is too much, since i haven't worn it yet, i should have waited for it to go on sale.",4,1,0,General,Dresses,Dresses,love rompers one really cute usually wear size got runs big seems long im prints cute little blah paid much since havent worn yet waited go sale,,
9860,1078,45,"Cute, comfy romper!","Love this romper! once on, feels comfy like pjs but looks put together. i find bending forward at the waist helps to get it off and on. tiny complaint is that the top snap shows, even when closed. that is minor. the rest is all good.",5,1,0,General,Dresses,Dresses,love romper feels comfy like pjs looks put together find bending forward waist helps get tiny complaint top snap shows even closed minor rest good,,
9863,1078,30,Impossible to put on,"The bottom part of this romper is easy to put on, but the top is very poorly designed. it needs a zipper at the side or less of a yoke along the back. you have to wrangle your limbs in somehow and i was afraid it might tear. once i got it on, it fit perfectly though. getting out of it was a disaster. i had to ask a saleswoman for help and was so afraid it might rip. overall, i was crushed that it didn't work out because the print is super cute and it is very flattering.",2,0,1,General,Dresses,Dresses,bottom part romper easy put top poorly designed needs zipper side less yoke along back wrangle limbs somehow afraid might tear got fit perfectly though getting disaster ask saleswoman help afraid might rip overall crushed didnt work print super cute flattering,['fit'],{'fit': 1.0}
9865,1078,26,,"So, this is just the most lovely romper. beautifully made, flowey. very comfortable, until you have to take it off.
this is the review i posted on facebook. 
so, no man i know has ever ever ever experienced the abject terror, or maybe has not shared with me, that moment when you cannot get out of, because it has turned into a straight jacket, that otherwise cute romper. and again, maybe a man invented it!",3,1,6,General,Dresses,Dresses,lovely romper beautifully made flowey comfortable take review posted facebook man know ever ever ever experienced abject terror maybe shared moment cannot get turned straight jacket otherwise cute romper maybe man invented,['comfort'],{'comfort': 2.0}
9866,1078,28,Whimsical romper,"A fun, casual romper. i loved the pink color (not usually my thing), which looks great with darker skin. like another reviewer said, the waist is quite small so i would recommend sizing up one or two sizes (i took a size 6 in this, but am usually a 2/4) - this will make the top part a bit blousy, but i think that adds to the appeal/ look.",5,1,5,General,Dresses,Dresses,fun casual romper loved pink color usually thing looks great darker skin like another reviewer said waist quite small would recommend sizing one two sizes took size usually make top part bit blousy think adds appeal look,"['color', 'sizing']","{'color': 2.0, 'sizing': 2.0}"
9868,1078,34,So dang cute,"Love this quirky romper. i'm normally a m/l or 10/12 and took a large in this. as the other reviews stated, it's a bit of a contortion act to get into and out of this but when in it fits well, is flattering and oh so cute.",5,1,0,General,Dresses,Dresses,love quirky romper im normally ml took large reviews stated bit contortion act get fits well flattering oh cute,['fit'],{'fit': 2.0}
9872,1078,28,Love!,"This romper is fabulous! i bought it in lime, and the color is great and perfect for summer. i do agree with the other reviewers that it's hard to get in and out of the sleeves (hence giving it only 4 starts for quality#, but the struggle is worth it. the fabric is lightweight and silky, so it feels cool and soft; it feels like wearing pjs. it's also very flattering with the bow just at the waist; it hides a not-so-flat tummy. i'm 5'4"", between 135 and 140, and curvy #very busty specifically), a",5,1,3,General,Dresses,Dresses,romper fabulous bought lime color great perfect summer agree reviewers hard get sleeves hence giving starts quality struggle worth fabric lightweight silky feels cool soft feels like wearing pjs also flattering bow waist hides notsoflat tummy im curvy busty specifically,"['quality', 'color', 'weight']","{'quality': 5.0, 'color': 5.0, 'weight': 5.0}"
10424,1078,41,Love it,Very versatile dress.  runs a bit large i am 5 foot 2 (105 lbs) and ordered the xs petite and it fit perfectly!,5,1,0,General,Dresses,Dresses,versatile dress runs bit large foot lbs ordered xs petite fit perfectly,['fit'],{'fit': 1.0}
10425,1078,42,Runs very large,"I fell in love with this dress online, but it just doesn't look as nice in person. first of all, it's huge. i usually take a 4-6 in dresses. i ordered a size 4 in this, and it was like a sack on me. i would have needed at least two sizes smaller. however, after seeing it in person, i didn't love it enough to order a smaller size to get a better fit.",3,0,0,General,Dresses,Dresses,fell love dress online doesnt look nice person first huge usually take dresses ordered size like sack would needed least two sizes smaller however seeing person didnt love enough order smaller size get better fit,['fit'],{'fit': 3.0}
10426,1078,37,"A unique, fun piece","I really like this dress. i tried it on in the store and i had to take it home with me. the print is fun and bright and interesting, without being over the top. the grommets give it a little bit of edgy balance to the sweet, flowy shape.

a note on the the fit: i am a 12/14 and the 12 fit well. it is a bit loose in some places, like the waist, but it certainly doesn't look like a maternity dress. i think the looseness is a good part of the overall look. i am high-waisted, and the waistline hit",5,1,2,General,Dresses,Dresses,really like dress tried store take home print fun bright interesting without top grommets give little bit edgy balance sweet flowy shape note fit fit well bit loose places like waist certainly doesnt look like maternity dress think looseness good part overall look highwaisted waistline hit,['fit'],{'fit': 3.0}
10429,1078,41,Slightly annoyed,"As with other maeve dresses, the fit is great. i love the empire waist with stud details. the slip is nice and stretchy and i really like the flowy chiffon look over a fitted slip. i'm not too keen on the way the sleeves tie and find that the ties get in the way of everything. when i first saw this online, i was super excited to find it in the stores because i loved the big orange snake that is on the back of the dress shown online. however, only the smallest size had the great snake on the back",3,1,6,General,Dresses,Dresses,maeve dresses fit great love empire waist stud details slip nice stretchy really like flowy chiffon look fitted slip im keen way sleeves tie find ties get way everything first saw online super excited find stores loved big orange snake back dress shown online however smallest size great snake back,['fit'],{'fit': 4.0}
10432,1078,39,"Like enough, but passed","I ordered the 00 p after trying on the regular 0, and that was better. it runs wide, the lining is true to size, but the overlay is loose. the colors are pretty, the design is nice, but i didn't love it as much as other ones.

likes: the studs add an edgier look to a almost dainty look (flow y sheer fabric). the cut is flattering if you get the right size (recommend one size down).

no big dislikes...why i would still recommend.

115 lbs, 30dd chest, 26.5 in waist... 00p",4,1,0,General,Dresses,Dresses,ordered p trying regular better runs wide lining true size overlay loose colors pretty design nice didnt love much ones likes studs add edgier look almost dainty look flow sheer fabric cut flattering get right size recommend one size big dislikeswhy would still recommend lbs dd chest waist p,"['color', 'lining']","{'color': 1.0, 'lining': 1.0}"
10434,1078,31,Misleading product photos,"This was the dress i was most excited about in the new arrivals, but sadly it didn't live up to expectations. unlike the first two product photos, the dress is baggy and empire waisted, and the black trim is the thin one shown in the last two product photos. the dress is slip on with no zipper or tie, and on me there were about 4+ inches to spare at the waist. all in all it felt sloppy, such a shame as i would have loved the original design online.

anyhow, i wanted to share photos of the real",3,0,2,General,Dresses,Dresses,dress excited new arrivals sadly didnt live expectations unlike first two product photos dress baggy empire waisted black trim thin one shown last two product photos dress slip zipper tie inches spare waist felt sloppy shame would loved original design online anyhow wanted share photos real,,
10436,1078,55,Awesome dress,"I received many compliments on this dress. for a maeve dress it did run large. i normally take a 4 or 6 in maeve but with this dress i bought the size 2 and it fits perfect. i am 5' 2"" and 120 lbs. i have a little belly and this dress hides it well. beautiful colors and nice shape. it also hits at my knee so it is perfect for work.",5,1,1,General,Dresses,Dresses,received many compliments dress maeve dress run large normally take maeve dress bought size fits perfect lbs little belly dress hides well beautiful colors nice shape also hits knee perfect work,"['fit', 'color']","{'fit': 3.0, 'color': 3.0}"
10437,1078,41,Love it!,"I saw this dress and fell in love right away! this is right up my alley, super comfy, perfect fit and love the stud detail. can't wait to wear!",5,1,1,General,Dresses,Dresses,saw dress fell love right away right alley super comfy perfect fit love stud detail cant wait wear,['fit'],{'fit': 3.0}
10440,1078,35,Pretty and flowy,Very cute and would transition well season to season with different boots/booties.  didn't lay well on chest for me.  returned it.,3,1,0,General,Dresses,Dresses,cute would transition well season season different bootsbooties didnt lay well chest returned,,
10443,1078,39,Love this dress!,I purchased this dress for a special occasion and am delighted it's exactly what i was hoping for. everything from the way it fits to the way it feels is perfect. i highly recommend it!,5,1,1,General,Dresses,Dresses,purchased dress special occasion delighted exactly hoping everything way fits way feels perfect highly recommend,['fit'],{'fit': 1.0}
10451,1078,23,Great,It is one of my favorites from retailer. i received so many compliments while wearing it! i usually wear a 6 but i sized down to a 4 and still had plenty of room.,5,1,1,General,Dresses,Dresses,one favorites retailer received many compliments wearing usually wear sized still plenty room,,
10459,1078,50,,"I disagree with the other reviews...the colors on this dress are great. bright against the black and the studs are super cute. and the ties at the cuff are a cute touch. fun dress. i think it's as fitted or not as you want. drives me crazy when people get hung up on their ""size"" to judge clothes. go up or down if it doesn't fit the way you want. i like it to flow a little so i sized accordingly.",5,1,11,General,Dresses,Dresses,disagree reviewsthe colors dress great bright black studs super cute ties cuff cute touch fun dress think fitted want drives crazy people get hung size judge clothes go doesnt fit way want like flow little sized accordingly,"['fit', 'color']","{'fit': 2.0, 'color': 2.0}"
10466,1078,53,,"Beautiful, feminine, flowy dress. love the brass button detail at neckline and around waist-gives the otherwise delicate dress a pop of ""edge"". had to detach the slip to get it on, but glad it is included with the dress. i purchased the small and fits like a glove (5'8"", 135lbs, 34d). can't wait to wear it!!",5,1,1,General,Dresses,Dresses,beautiful feminine flowy dress love brass button detail neckline around waistgives otherwise delicate dress pop edge detach slip get glad included dress purchased small fits like glove lbs cant wait wear,"['fit', 'neckline']","{'fit': 4.0, 'neckline': 4.0}"
10468,1078,51,,"The snake and the studs, they make the dress. sadly, the snake is hard to find, as mentioned in another review. this dress also runs large, i'm usually a 12 and went down to 10. the images are misleading too. two pics show a small, fitted look, and the other two show a full, swing look. i'm trying to make this work but it may have to go.",3,1,4,General,Dresses,Dresses,snake studs make dress sadly snake hard find mentioned another review dress also runs large im usually went images misleading two pics show small fitted look two show full swing look im trying make work may go,['fit'],{'fit': 0.0}
10472,1078,57,Fun and flattering,"I loved this dress on the hanger and loved it more when i tried it on. i am usually an 8, but purchased the 6 in this dress. i preferred the empire waist to be more fitted which the 6 provided. you can decide which look you prefer. both looked good. i just wanted a less baggy look. as one reviewer mentioned, the print is cut different on all of the dresses. i think the colors pictured online are accurate. regarding the snake on the fabric, i have several snakes on my dress, but not on the back a",5,1,1,General,Dresses,Dresses,loved dress hanger loved tried usually purchased dress preferred empire waist fitted provided decide look prefer looked good wanted less baggy look one reviewer mentioned print cut different dresses think colors pictured online accurate regarding snake fabric several snakes dress back,"['fit', 'color']","{'fit': 1.0, 'color': 1.0}"
10473,1078,51,"Very pretty, but truly gigantic!","This is a very pretty, particularly youthful dress.  but, do be forewarned, it is gigantic.  size down even if you never do, and get a petite if you are even a little short.  i didn't size down enough and it was both wide and long -- it looked ridiculous.  i am petite, and the hem went way below my knees (and the dress was considerably longer than the slip).",4,1,0,General,Dresses,Dresses,pretty particularly youthful dress forewarned gigantic size even never get petite even little short didnt size enough wide long looked ridiculous petite hem went way knees dress considerably longer slip,,
10475,1078,35,,"Love this dress! light and breezy, but i'm wearing it with tights and a jacket for a winter look.",5,1,1,General,Dresses,Dresses,love dress light breezy im wearing tights jacket winter look,,
10476,1078,45,Great dress,I'm anxious to wear this dress with boots. i love the colors and print. perfect for work and evenings out.,5,1,2,General,Dresses,Dresses,im anxious wear dress boots love colors print perfect work evenings,['color'],{'color': 2.0}
10477,1078,36,Gorgeous print,"I bought this online because i love the print on the dress and i was not disappointed. it is gorgeous! the waist on the dress is much looser than in the picture, but i am fine with that. i am 5'9"" and the dress length is accurate as shown in the picture.",5,1,2,General,Dresses,Dresses,bought online love print dress disappointed gorgeous waist dress much looser picture fine dress length accurate shown picture,['length'],{'length': 2.0}
10665,1078,42,Cute dress,"Very cute summer dress. it runs a bit large and it doesn't give you shape. but, it's good for me to hide my belly fat. the dress is so comfortable to wear. i didn't know that it has pockets, so that was a pleasant surprise (i always love pockets). overall, it's a perfect summer dress.",4,1,2,General Petite,Dresses,Dresses,cute summer dress runs bit large doesnt give shape good hide belly fat dress comfortable wear didnt know pockets pleasant surprise always love pockets overall perfect summer dress,"['comfort', 'pockets']","{'comfort': 4.0, 'pockets': 4.0}"
10677,1078,29,Adorable!,"I was looking for the perfect july 4th weekend dress, with enough room to be comfy (and eat!) while also being chic and feeling cute.

i got countless compliments on this dress.. the design is adorable, and the fit is really flattering. i'm 5'4"" and i weigh about 128 - i normally would have worn a small, but i had to spring for the petite xs. the design is a bit big and billowy, and anything else would have swallowed me up.

overall, great purchase. i am in love! :)",5,1,0,General Petite,Dresses,Dresses,looking perfect july th weekend dress enough room comfy eat also chic feeling cute got countless compliments dress design adorable fit really flattering im weigh normally would worn small spring petite xs design bit big billowy anything else would swallowed overall great purchase love,['fit'],{'fit': 6.0}
10680,1078,36,Adorable,I love this dress! it's very cute and comfortable. i belted it to give me more of a waistline because otherwise the tented shape overwhelms my short stature. i love the strap design at the neckline. the off the shoulder sleeves are comfortable. i have an xsp which is true to size for me.,5,1,3,General Petite,Dresses,Dresses,love dress cute comfortable belted give waistline otherwise tented shape overwhelms short stature love strap design neckline shoulder sleeves comfortable xsp true size,"['comfort', 'neckline']","{'comfort': 4.0, 'neckline': 4.0}"
10805,1078,83,Lovely!!!!!!,"I adore this dress.
the fabrics are elegant and unique and combine for a stunning look!
tried with a belt and looks wonderful with or without......so many options.
perfect dress for warm autumn days!
ordered my usual size and fits very true to size.
a must have!",5,1,1,General,Dresses,Dresses,adore dress fabrics elegant unique combine stunning look tried belt looks wonderful withoutso many options perfect dress warm autumn days ordered usual size fits true size must,['fit'],{'fit': 5.0}
10832,1078,20,Not for me,This dress is absolutely hideous on my physique. ordered a size 6 and it hung on me like a cheaply made tent. i have an athletic built am a 34d. it is going back asap.,1,0,0,General,Dresses,Dresses,dress absolutely hideous physique ordered size hung like cheaply made tent athletic built going back asap,,
10837,1078,39,Style dilemma,"I love the way this dress looks on me. it skims my figure to hide my flaws, the bright embroidery is eye catching, the layers flow when i walk, it's a great midi length and it doesn't make me look wider in profile.  i'm not having the see-through issue since the patterns are busy and my lingerie matches.  i purchased 10 petite and my measurements are 39-28-35. 


my dilemma is three fold: the material is polyester & rayon, causing some uncomfortable heat to generate when sitting. then there's",4,1,4,General,Dresses,Dresses,love way dress looks skims figure hide flaws bright embroidery eye catching layers flow walk great midi length doesnt make look wider profile im seethrough issue since patterns busy lingerie matches purchased petite measurements dilemma three fold material polyester rayon causing uncomfortable heat generate sitting theres,"['comfort', 'pattern', 'length']","{'comfort': 1.0, 'pattern': 1.0, 'length': 1.0}"
10839,1078,66,An original!,"I saw this dress on the cashier at retailer and had to order it. it is, as one of the reviewers said, like having two dresses in one. the bottom dress is a full dress, and the top lays over it, not quite skimming but not quite loose either. i love the dress as i am a pear shaped, size 14, and this helps to camouflage some bumps nicely. this dress reminds of the dresses some peasant women wear in rural countries.",5,1,0,General,Dresses,Dresses,saw dress cashier retailer order one reviewers said like two dresses one bottom dress full dress top lays quite skimming quite loose either love dress pear shaped size helps camouflage bumps nicely dress reminds dresses peasant women wear rural countries,,
10841,1078,40,Not quite happening,"The outer layer runs large up top; also, the orange stitching (the flowers) on the outer layer are extremely bright orange rather then a fall brownish orange that would match the layer underneath. i'm returning it because for the price i don't love it.",3,1,3,General,Dresses,Dresses,outer layer runs large top also orange stitching flowers outer layer extremely bright orange rather fall brownish orange would match layer underneath im returning price dont love,['stitching'],{'stitching': 1.0}
10844,1078,64,Sad sack,"Well...this is ""on me"" as i saw this hanging in the store, but way off on my size which is xxs petite.

i looked too quickly and got a nice sa to order it for me.

both pieces are transparent - no opaque lining at all is inside. both pieces are made of fragile clingy materials. there is no ""flow,"" just cling. the size is much too big so the resulting look is of two bad pieces hanging oddly without any real shape.

this may be the first time i really just not recommend a piece - at all. bes",1,0,9,General,Dresses,Dresses,wellthis saw hanging store way size xxs petite looked quickly got nice sa order pieces transparent opaque lining inside pieces made fragile clingy materials flow cling size much big resulting look two bad pieces hanging oddly without real shape may first time really recommend piece bes,['lining'],{'lining': -1.0}
11134,1078,24,Lovely flow and fabric,This is a beautiful dress. i love the bohemian style and flow. works well with dressing up or dressing down. very quality.,5,1,0,General,Dresses,Dresses,beautiful dress love bohemian style flow works well dressing dressing quality,"['quality', 'style']","{'quality': 2.0, 'style': 2.0}"
11138,1078,49,Wanted to love it,"The colors in this dress are beautiful (the green/blue version) but the fabric is a very see through mesh and feels flimsy. i purchased it online and wasn't expecting it to be so sheer -- the particular empire cut combined with the fabric makes it feel more like a nightgown, i really wanted to love it but it's going back.",2,0,0,General,Dresses,Dresses,colors dress beautiful greenblue version fabric see mesh feels flimsy purchased online wasnt expecting sheer particular empire cut combined fabric makes feel like nightgown really wanted love going back,['color'],{'color': 2.0}
11147,1078,42,Great color,"I ordered this dress online in 8 p in the orange color. the length was perfect but the dress seemed big. it was a lot of dress. so i went into the store and tried on a regular 6, but the dress was a little long. they didn&#39;t have petite in stock so they had it shipped to me and it fit perfectly! i am 5&#39;3 and 150 pounds. i don&#39;t think this dress would work if you have a big bust, i&#39;m a 36b so it fits nicely around the chest area. the length of the dress was also perfect!",5,1,0,General,Dresses,Dresses,ordered dress online p orange color length perfect dress seemed big lot dress went store tried regular dress little long didnt petite stock shipped fit perfectly pounds dont think dress would work big bust im b fits nicely around chest area length dress also perfect,"['fit', 'color', 'length']","{'fit': 2.0, 'color': 2.0, 'length': 2.0}"
11160,1078,62,House dress,"This is much prettier online than on me. too much dress, even though i sized down.",2,0,0,General,Dresses,Dresses,much prettier online much dress even though sized,,
11166,1078,66,Confused,"I love this dress and bought it in the store in the orange, without trying it on as i usually wear a 12 in this brand.  the over-dress is beautiful, however the under-slip is very tight and is apparently made for some one who has no bust at all.  i am so sad and am considering returning it or re-sewing the slip in some way so that it fits.  not sure what to do. don't want to spoil the color combo by wearing something different underneath, but it is so sheer you need something.",3,1,0,General,Dresses,Dresses,love dress bought store orange without trying usually wear brand overdress beautiful however underslip tight apparently made one bust sad considering returning resewing slip way fits sure dont want spoil color combo wearing something different underneath sheer need something,"['fit', 'color']","{'fit': 1.0, 'color': 1.0}"
11177,1078,39,Autumn morning glory,"If you already own at least one of the four versions of the morning glory dress, then you will know what size of the canna swing dress to buy. sleeves are slightly full with button closures. slip is tts and the outer dress is huge! easy to cinch if you want a fit & flare style. just know what you like--complainers about how baggy this dress is are forewarned. those who really want to size down are slim/slender/petite types. if you don't want to wear the tent-like swing style, size down one or tw",5,1,21,General Petite,Dresses,Dresses,already least one four versions morning glory dress know size canna swing dress buy sleeves slightly full button closures slip tts outer dress huge easy cinch want fit flare style know likecomplainers baggy dress forewarned really want size slimslenderpetite types dont want wear tentlike swing style size one tw,"['fit', 'style', 'closure']","{'fit': 0.0, 'style': 0.0, 'closure': 0.0}"
11180,1078,48,,"I tried the other dresses by this brand and they were short and didn't fit well. but this dress fit better,i bought the orange size 8 and it fit good with a swing to the bottom. for reference i am 5''9 , 34dd and thin and this fit well with some room. this time they got the slip right and its not tight and the length hits right above the knee which give an overall better look plus the long sleeve balances out the dress. i'm going to wear mine with tall brown boots.",4,1,3,General Petite,Dresses,Dresses,tried dresses brand short didnt fit well dress fit betteri bought orange size fit good swing bottom reference dd thin fit well room time got slip right tight length hits right knee give overall better look plus long sleeve balances dress im going wear mine tall brown boots,"['fit', 'length']","{'fit': 0.0, 'length': 0.0}"
11187,1078,65,Not as pictured,I just received this dress wadded up in a bag. it is nothing like the colors shown on line. in the picture it appears blue and white. in actuality it is teal and a funky color of beigey pink. the top is see though but it does see have a slip under the skirt. will be sending it back and again remind myself why i shouldn't try to buy a dress on line.,1,0,4,General Petite,Dresses,Dresses,received dress wadded bag nothing like colors shown line picture appears blue white actuality teal funky color beigey pink top see though see slip skirt sending back remind shouldnt try buy dress line,['color'],{'color': 1.0}
11582,1078,39,Love this,"I am not sure why the first reviewed hated this dress so much. i personally like that it looks a tad retro. length is shorter, but not mini or too short. i ordered the xxs p and it looked ok on me (and i am older). the colors are fun and appropriate for fall, or winter, the sparkle (golden thread) can bring this dress into the holiday season (and beyond). i love the turtleneck part, only thing is it is really high, and the embroidery gets a little lost in it (top of the design) feel is thick, no",5,1,2,General Petite,Dresses,Dresses,sure first reviewed hated dress much personally like looks tad retro length shorter mini short ordered xxs p looked ok older colors fun appropriate fall winter sparkle golden thread bring dress holiday season beyond love turtleneck part thing really high embroidery gets little lost top design feel thick,"['color', 'length']","{'color': 2.0, 'length': 2.0}"
11595,1078,41,,"This dress is beautiful. however, it should be noted that there is a gold threading detail throughout the dress, which is not pictured. the dress appears to be a solid cream print in the pics but in person it has gold and cream. i sized up bc i didn't want it to be too fitted, i'm between a 6 snd 8 so i went w medium. it fits will but slightly big. i'd say tts though.",4,1,6,General Petite,Dresses,Dresses,dress beautiful however noted gold threading detail throughout dress pictured dress appears solid cream print pics person gold cream sized bc didnt want fitted im snd went w medium fits slightly big id say tts though,['fit'],{'fit': 1.0}
11598,1078,71,Retro,"I have always bought interesting, pretty, wearable dresses for my daughters at retailer. now the dresses are just retro funky. sad to see.",1,0,0,General Petite,Dresses,Dresses,always bought interesting pretty wearable dresses daughters retailer dresses retro funky sad see,,
11616,1078,49,Sassy,"Saw this in the greenville, sc store, and it caught my eye. i ordered a petite a week later, and i adore it. nice embroidery. a little sparkle. the sleeves are voluminous, but it makes me feel sassy.",4,1,0,General,Dresses,Dresses,saw greenville sc store caught eye ordered petite week later adore nice embroidery little sparkle sleeves voluminous makes feel sassy,,
11621,1078,51,Amazing detail!,"Love this dress. from the great fabric (soft yet substantial) that's similar to sweater material, to the amazing detail of the flower design (it's really so unique and i mean that in a good way!), to the color (a tan with gold flecking), and lastly to the really flattering fit, not to mention those retro bell sleeves!  all around a fun dress! it was true to size and not too short, hitting my 5'4"" height about 2"" above my knees.",5,1,0,General,Dresses,Dresses,love dress great fabric soft yet substantial thats similar sweater material amazing detail flower design really unique mean good way color tan gold flecking lastly really flattering fit mention retro bell sleeves around fun dress true size short hitting height knees,"['fit', 'color']","{'fit': 6.0, 'color': 6.0}"
11631,1078,50,,"I bought this dress during the retailer weekend and i'm so happy i did!  this is a very well-made, well-designed dress that is quite figure flattering.  the marriage of artsy and colorful on a neutral background makes sense and the combination of colors and the style of the dress work well together.  the wearer will definitely have several options for footwear pairings.  this dress is as fun and playful as it is classy.  i can't wait for an occasion to wear this dress!",5,1,0,General,Dresses,Dresses,bought dress retailer weekend im happy wellmade welldesigned dress quite figure flattering marriage artsy colorful neutral background makes sense combination colors style dress work well together wearer definitely several options footwear pairings dress fun playful classy cant wait occasion wear dress,"['style', 'color']","{'style': 2.0, 'color': 2.0}"
11638,1078,41,A pretty one,It doesn't work with me only because i have very skinny arm. i can not handle the arm part of the dress. it is still very pretty though. i would keep it if i fit the arm :(,3,1,0,General,Dresses,Dresses,doesnt work skinny arm handle arm part dress still pretty though would keep fit arm,['fit'],{'fit': 0.0}
11649,1078,27,Great fit. wrong color.,"The fit and style of this dress are beautiful. it's a bouncy fabric that is light and comfortable. i really wanted to love it, but the color just didn't work for me. the pictures make it look like it's a nice cream color, but it's very tan and i can't pull it off with my coloring.",4,1,10,General,Dresses,Dresses,fit style dress beautiful bouncy fabric light comfortable really wanted love color didnt work pictures make look like nice cream color tan cant pull coloring,"['fit', 'comfort', 'style', 'color']","{'fit': 4.0, 'comfort': 4.0, 'style': 4.0, 'color': 4.0}"
11657,1078,33,,I love this dress! i have an hour glass figure and the dress is very flattering on me. i didn't encounter a problem with the colors or pattern as others have stated.,5,1,0,General,Dresses,Dresses,love dress hour glass figure dress flattering didnt encounter problem colors pattern others stated,"['color', 'pattern']","{'color': 2.0, 'pattern': 2.0}"
11662,1078,28,Wife loves it,Got this for my wife for christmas and she is very happy with it. the size is perfect for her and she regularly orders things as a medium from this store.,4,1,2,General,Dresses,Dresses,got wife christmas happy size perfect regularly orders things medium store,,
11665,1078,51,Fabric pattern can be askew,"This fabric is the same as the turtleneck swing dress by maeve. it's lightweight and stretchy. the problem with this particular dress is the pattern in the fabric will be a little different on each dress depending on how the pattern was cut when it was made. i had to try on 5 different dresses to find one that was cut so the pattern looked and fell in the right spots when wearing the dress. hence 4 stars. the bodice is lined but the skirt itself is not. it is not see through. i'm 5'4"" and 120#.",4,1,20,General,Dresses,Dresses,fabric turtleneck swing dress maeve lightweight stretchy problem particular dress pattern fabric little different dress depending pattern cut made try different dresses find one cut pattern looked fell right spots wearing dress hence stars bodice lined skirt see im,"['pattern', 'weight']","{'pattern': 0.0, 'weight': 0.0}"
11667,1078,37,,"I also agree with the other reviewers that it's important to try on a couple due to pattern differences. this dress has a beige base- the photo is a little misleading. i ended up returning it because the colors didn't do much for me, i think they look great on the model but that's because the beige doesn't blend into her at all. i also think it's a little overpriced for what the dress is- a great summer day dress.",4,1,6,General,Dresses,Dresses,also agree reviewers important try couple due pattern differences dress beige base photo little misleading ended returning colors didnt much think look great model thats beige doesnt blend also think little overpriced dress great summer day dress,"['color', 'pattern']","{'color': 1.0, 'pattern': 1.0}"
11674,1078,44,,The colors on this aren't as vibrant as i hoped. love the cutouts on the arms though. great 4 season dress!,4,1,0,General,Dresses,Dresses,colors arent vibrant hoped love cutouts arms though great season dress,['color'],{'color': 2.0}
11680,1078,26,,"It is a pretty dress but not what i had hoped for (i ordered it online.) i like slits on sleeves but the dress doesn't fit me well, so i plan to return it.
p.s. it has pockets! :-)",4,1,0,General,Dresses,Dresses,pretty dress hoped ordered online like slits sleeves dress doesnt fit well plan return ps pockets,"['fit', 'pockets']","{'fit': 1.0, 'pockets': 1.0}"
11687,1078,31,,Looks great! it is more off white/tan then white though,5,1,0,General,Dresses,Dresses,looks great whitetan white though,,
11690,1078,56,No shape,"I loved the idea of this dress, but i find that it isn't very flattering. i think the arm holes are actually very interesting, but i'm 5'5 and 135lbs, and the dress made me look fat and gave me no shape at all. maybe it would look better on a different body type.

the material is soft, but a bit stuffy and i could tell it would give me crazy static in my hair.",3,0,0,General,Dresses,Dresses,loved idea dress find isnt flattering think arm holes actually interesting im lbs dress made look fat gave shape maybe would look better different body type material soft bit stuffy could tell would give crazy static hair,,
11692,1078,82,Unique and comfortable,"I wore this dress yesterday for the first time and got several compliments. its unique and super-pretty in person. it hides flaws well and the material is nice. i must have bigger arms than the model because you can barely tell from the picture what the arm slits look like. i don't mind the way they look, but..the way the piece of fabric there grazed on my arms all day kept making me feel like my bra strap had fallen down. speaking of bra straps, the neckline is wide and i felt like i kept havin",5,1,0,General,Dresses,Dresses,wore dress yesterday first time got several compliments unique superpretty person hides flaws well material nice must bigger arms model barely tell picture arm slits look like dont mind way look butthe way piece fabric grazed arms day kept making feel like bra strap fallen speaking bra straps neckline wide felt like kept havin,['neckline'],{'neckline': 4.0}
11696,1078,65,Great and fun dress,"I bought this to celebrate my birthday! i get a new ""suit"" every year. it was a milestone birthday and this dress did not disappoint.",5,1,0,General,Dresses,Dresses,bought celebrate birthday get new suit every year milestone birthday dress disappoint,,
11698,1078,52,Lovely,"I got this dress and think it's just great. it's a bit formal, but a bit whimsical at the same time. i really disagree with others said about the opening along the arms. i think they are barely noticeable but are nice surprise. this is a perfect california winter dress. i could see how a woman in colder parts of the country might not appreciate the slits on the arms but i think it's nice to show a little skin in a conservative way. i plan to wear it to a classical music concert soon. and i got i",4,1,0,General,Dresses,Dresses,got dress think great bit formal bit whimsical time really disagree others said opening along arms think barely noticeable nice surprise perfect california winter dress could see woman colder parts country might appreciate slits arms think nice show little skin conservative way plan wear classical music concert soon got,,
11702,1078,53,Beautiful colors,I loved this dress and i really loved it more after i bought it on sale. i am 5'3 100lbs and the only thing that bothers me is that the arm of it are somewhat tight when i reach out to get something. other wise the dress is great and get a lot of compliments on it. i paired it with black nylons and black plain leather booties and it looked great!,4,1,0,General,Dresses,Dresses,loved dress really loved bought sale lbs thing bothers arm somewhat tight reach get something wise dress great get lot compliments paired black nylons black plain leather booties looked great,,
